,Facility.Name,Facility.City,Facility.State Name,Facility.State Abbreviation,Rating.Effectiveness,Procedure.Hip Knee.Cost,Rating.Mortality,Rating.Overall,Procedure.Heart Failure.Value,Rating.Timeliness,Rating.Experience,Procedure.Hip Knee.Quality,Procedure.Heart Attack.Quality,Procedure.Heart Failure.Quality,Procedure.Hip Knee.Value,Procedure.Pneumonia.Quality,Rating.Imaging,Facility.Type,Rating.Safety,Rating.Readmission,Procedure.Heart Attack.Value,Procedure.Pneumonia.Value,Procedure.Pneumonia.Cost,Procedure.Heart Attack.Cost,Procedure.Heart Failure.Cost
145,St Mary's Medical Center,San Francisco,California,CA,Same,21577,Same,2,Average,Below,Same,Better,Average,Average,Average,Average,Same,Private,Below,Above,Average,Average,16743,24127,16567
146,Doctors Medical Center,Modesto,California,CA,Above,22252,Below,1,Average,Same,Below,Worse,Average,Average,Average,Worse,Same,Proprietary,Below,Below,Average,Lower,15653,25872,15395
147,Good Samaritan Hospital,Los Angeles,,CA,Same,23777,Above,3,Higher,Below,Below,Average,Average,Average,Higher,Better,Same,Proprietary,Below,Below,Average,Higher,19647,24793,18405
148,West Hills Hospital & Medical Center,West Hills,California,CA,Same,23680,Same,2,Higher,Below,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Below,Average,Higher,22515,25511,18457
149,Clovis Community Medical Center,Clovis,California,CA,Same,23750,Below,3,Average,Below,Same,Average,Average,Average,Higher,Average,Above,Private,Above,Above,Average,Average,17746,23749,17171
150,John Muir Medical Center - Concord Campus,Concord,California,CA,Same,19475,Above,5,Average,Same,Same,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Higher,Average,17511,26238,16872
151,Saint Vincent Medical Center,Los Angeles,California,CA,Same,21308,Above,4,Average,Same,Below,Average,Average,Better,Average,Better,Same,Church,Above,Below,Average,Higher,20967,24234,17279
152,Scripps Memorial Hospital - Encinitas,Encinitas,California,CA,Same,21794,Above,4,Average,Below,Same,Average,Average,Better,Average,Average,Same,Private,Same,Above,Average,Average,18186,22717,17494
153,Sutter Delta Medical Center,Antioch,California,CA,Same,25676,Same,2,Average,Below,Below,Average,Average,Average,Higher,Average,Same,Private,Above,Same,Average,Average,17729,22419,16539
154,John F Kennedy Memorial Hospital,Indio,California,CA,Same,20717,Same,2,Average,Below,Below,Average,Average,Average,Lower,Average,Same,Proprietary,Above,Below,Average,Higher,19272,23099,15554
155,Los Robles Hospital & Medical Center,Thousand Oaks,,CA,Same,20917,Same,2,Higher,Below,Below,Average,Average,Average,Lower,Worse,Same,Proprietary,Above,Below,Average,Higher,18838,24341,17601
156,Los Alamitos Medical Center,Los Alamitos,California,CA,Same,23098,Same,3,Average,Below,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Same,Above,Average,Higher,20737,24885,17991
157,Memorial Medical Center,Modesto,California,CA,Above,20206,Below,3,Average,Below,Below,Average,Average,Average,Lower,Average,Above,Private,Below,Above,Higher,Average,17351,25873,16962
158,Mission Hospital Regional Med Center,Mission Viejo,California,CA,Same,21272,Same,2,Higher,Below,Above,Average,Average,Average,Lower,Average,Below,Private,Below,Above,Average,Higher,18501,25006,18761
159,Fountain Valley Regional Hospital & Medical Center,Fountain Valley,California,CA,Same,29105,Above,3,Higher,Same,Below,Average,Average,Average,Higher,Better,Same,Proprietary,Above,Above,Higher,Higher,19795,28535,19774
160,Eisenhower Medical Center,Rancho Mirage,California,CA,Below,20123,Same,5,Average,Below,Same,Average,Average,Average,Lower,Average,Below,Proprietary,Above,Above,Average,Lower,16581,22988,17135
161,Lakewood Regional Medical Center,Lakewood,California,CA,Below,24797,Same,2,Higher,Below,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Below,Below,Average,Higher,24200,23386,19978
162,Placentia Linda Hospital,Placentia,California,CA,Same,23541,Same,3,Average,Above,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Above,Average,Average,17963,23425,17736
163,Memorialcare Saddleback Medical Center,Laguna Hills,California,CA,Same,21175,Same,4,Average,Below,Below,Average,Average,Average,Average,Average,Below,Private,Below,Above,Average,Higher,18971,24753,17473
164,St Johns Pleasant Valley Hospital,Camarillo,California,CA,Same,26038,Below,2,Average,Same,Below,Average,Average,Average,Higher,Worse,Above,Church,Below,Below,Average,Average,16651,23660,17332
165,Henry Mayo Newhall  Hospital,Valencia,California,CA,Same,22743,Above,2,Average,Below,Same,Average,Average,Better,Average,Better,Above,Private,Below,Below,Average,Higher,18992,22881,17645
166,Twin Cities Community Hospital,Templeton,California,CA,Same,21094,Below,2,Lower,Same,Below,Average,Average,Average,Lower,Worse,Same,Proprietary,Same,Below,Average,Lower,15002,22593,14489
167,Pomerado Hospital,Poway,California,CA,Same,19291,Same,4,Higher,Below,Same,Average,Average,Average,Lower,Average,Same,Government,Above,Above,Average,Higher,19270,23477,18296
168,Orange Coast Memorial Medical Center,Fountain Valley,California,CA,Same,20688,Same,3,Average,Same,Same,Average,Average,Average,Lower,Average,Below,Proprietary,Same,Same,Average,Higher,19781,23352,17129
169,San Ramon Regional Medical Center,San Ramon,,CA,Same,19280,Same,3,Average,Above,Same,Average,Average,Average,Lower,Better,Same,Proprietary,Below,Same,Average,Lower,15809,22137,16480
170,Desert Valley Hospital,Victorville,California,CA,Same,24242,,3,Average,Below,Below,Average,Average,Better,Higher,Average,Same,Proprietary,Above,Below,Average,Higher,19088,23644,16153
171,Bakersfield Heart Hospital,Bakersfield,California,CA,Below,15517,Same,2,Average,Below,Same,Average,Average,Average,Lower,Average,Same,Proprietary,Above,Below,Average,Higher,20169,24088,17092
172,Marina Del Rey Hospital,Marina Del Rey,California,CA,Same,24823,Same,3,Average,Same,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Below,Average,Higher,20193,26154,16550
173,Sherman Oaks Hospital,Sherman Oaks,California,CA,Same,25020,Above,3,Higher,Above,Below,Average,Better,Better,Higher,Better,Same,Private,Above,Below,Higher,Higher,21078,26183,18833
174,Alvarado Hospital Medical Center,San Diego,California,CA,Same,21088,Same,5,Higher,Same,Below,Average,Average,Average,Average,Better,Same,Proprietary,Above,Above,Average,Higher,20902,24909,19101
175,Providence Tarzana Medical Center,Tarzana,California,CA,Same,24043,,4,Higher,Same,Below,Average,Average,Better,Average,Better,Same,Private,Above,Below,Higher,Higher,18678,26261,18242
176,Shasta Regional Medical Center,Redding,California,CA,Same,19727,Same,4,Average,Below,Below,Average,Average,Average,Lower,Worse,Above,Proprietary,Above,Above,Average,Higher,19093,23362,16973
177,Loma Linda University Medical Center-murrieta,Murrieta,California,CA,Same,23655,Same,3,Higher,Below,Same,Average,Average,Average,Higher,Average,Same,Private,Same,Above,Average,Higher,19730,25206,18291
178,San Leandro Hospital,San Leandro,California,CA,Below,27378,Same,2,Average,Below,Below,Average,Average,Average,Higher,Average,Same,Government,Below,Below,Average,Average,18235,24870,15868
179,Temecula Valley Hospital,Temecula,,CA,Same,20786,Same,5,Average,Below,Same,Average,Average,Average,Lower,Average,Above,Proprietary,Above,Same,Average,Average,18147,23532,16702
180,North Colorado Medical Center,Greeley,Colorado,CO,Above,22082,Same,4,Average,Same,Same,Average,Average,Average,Average,Average,Same,Private,Same,Above,Lower,Average,17649,21727,16621
181,Platte Valley Medical Center,Brighton,Colorado,CO,Same,22498,Same,4,Average,Same,Same,Average,Average,Average,Average,Average,Same,Private,Above,Above,Average,Lower,15335,23897,16387
182,Montrose Memorial Hospital,Montrose,Colorado,CO,Same,20009,Same,4,Average,Above,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Average,18137,23197,16049
183,Lutheran Medical Center,Wheat Ridge,Colorado,CO,Same,18134,Same,3,Average,Above,Above,Average,Average,Average,Lower,Average,Above,Private,Below,Above,Average,Average,18391,23238,17529
184,Poudre Valley Hospital,Fort Collins,Colorado,CO,Same,18166,Same,5,Average,Above,Above,Better,Average,Average,Lower,Average,Same,Private,Above,Above,Lower,Average,16755,21221,16253
185,Centura Health-st Mary Corwin Medical Center,Pueblo,Colorado,CO,Same,19660,Same,3,Average,Same,Below,Average,Average,Average,Lower,Average,Below,Church,Above,Above,Average,Lower,15184,21605,16081
186,Mercy Regional Medical Center,Durango,Colorado,CO,Same,19843,Same,5,Lower,Same,Above,Average,Average,Average,Lower,Average,Same,Church,Above,Above,Average,Average,18140,22157,14040
187,Presbyterian St Lukes Medical Center,Denver,Colorado,CO,Same,26293,,3,Average,Above,Above,Average,Average,Average,Higher,Average,Same,Government,Below,Same,Average,Average,19058,22538,18174
188,Centura Health-st Anthony Hospital,Lakewood,Colorado,CO,Same,21807,Same,3,Higher,Same,Same,Average,Average,Average,Average,Average,Above,Church,Below,Above,Average,Average,17268,23767,18295
189,"Parkview Medical Center, Inc",Pueblo,Colorado,CO,Same,19968,Same,3,Lower,Below,Same,Average,Average,Average,Lower,Average,Same,Private,Below,Above,Average,Average,16533,22867,15126
190,University Colo Health Memorial Hospital Central,Colorado Springs,Colorado,CO,Same,23120,Below,4,Average,Same,Same,Average,Average,Average,Higher,Average,Below,Government,Above,Above,Average,Average,17180,24159,16871
191,St Marys  Medical Center,Grand Junction,,CO,Same,19566,Below,4,Average,Same,Above,Average,Average,Average,Lower,Average,Same,Church,Above,Above,Lower,Average,16872,21421,16772
192,University Of Colorado Hospital Authority,Aurora,Colorado,CO,Same,21292,Above,3,Average,Same,Above,Average,Average,Average,Average,Better,Same,Government,Below,Below,Average,Average,17172,23214,16701
193,Foothills Hospital,Boulder,Colorado,CO,Same,18662,Same,3,Average,Above,Same,Average,Average,Average,Lower,Average,Same,Private,Below,Same,Higher,Average,17143,27525,17983
194,Mckee Medical Center,Loveland,Colorado,CO,Same,19743,Same,3,Average,Same,Above,Average,Average,Average,Lower,Average,Same,Private,Below,Above,Average,Average,17361,21346,16368
195,Centura Health-penrose St Francis Health Services,Colorado Springs,Colorado,CO,Same,21548,Same,5,Average,Same,Same,Average,Average,Average,Average,Average,Above,Private,Above,Above,Average,Average,17421,23428,15913
196,Rose Medical Center,Denver,Colorado,CO,Same,21577,Above,5,Average,Above,Above,Average,Average,Average,Average,Better,Above,Proprietary,Same,Above,Average,Average,17897,24150,17680
197,Swedish Medical Center,Englewood,Colorado,CO,Same,23139,Same,4,Average,Above,Same,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Same,Average,Average,17800,24791,16575
198,Centura Health-porter Adventist Hospital,Denver,Colorado,CO,Same,18271,Same,3,Average,Same,Same,Better,Average,Average,Lower,Average,Below,Church,Below,Above,Average,Average,17399,24041,17073
199,North Suburban Medical Center,Thornton,Colorado,CO,Same,23072,Same,3,Average,Above,Below,Average,Average,Average,Average,Average,Same,Private,Below,Above,Average,Average,17639,24724,18420
200,Valley View Hospital Association,Glenwood Springs,Colorado,CO,Same,20807,Same,4,Average,Same,Above,Average,Average,Average,Lower,Average,Below,Private,Above,Above,Average,Average,17850,24091,15970
201,"Medical Center Of Aurora, The",Aurora,Colorado,CO,Same,25827,Same,3,Average,Above,Below,Worse,Average,Average,Higher,Average,Above,Proprietary,Above,Same,Average,Average,17824,23261,17657
202,Centura Health-avista Adventist Hospital,Louisville,Colorado,CO,Same,19306,Same,3,Average,Above,Above,Average,Average,Average,Lower,Average,Same,Church,Same,Same,Average,Average,18004,23132,18470
203,St Anthony North Health Campus,Westminster,Colorado,CO,Same,19414,Same,3,Average,Above,Same,Average,Average,Average,Lower,Average,Same,Private,Below,Above,Average,Average,16976,23399,16155
204,Centura Health-littleton Adventist Hospital,Littleton,Colorado,CO,Same,20523,,3,Average,Same,Same,Average,Average,Average,Lower,Average,Same,Church,Below,Above,Average,Average,16531,23766,16077
205,Parker Adventist Hospital,Parker,Colorado,CO,Same,19515,Same,4,Average,Above,Same,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Average,18257,22497,17203
206,Good Samaritan Medical Center,Lafayette,Colorado,CO,Same,20517,Same,4,Average,Above,Above,Average,Average,Average,Average,Average,Same,Private,Below,Above,Average,Average,16871,22557,15538
207,Medical Center Of The Rockies,Loveland,Colorado,CO,Same,19424,Same,5,Average,Above,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Average,17381,23445,16581
208,Castle Rock Adventist Hospital,Castle Rock,Colorado,CO,Same,23293,Same,4,Average,Same,Above,Average,Average,Average,Average,Average,Same,Private,Below,Above,Average,Average,16130,24367,16912
209,St Francis Hospital & Medical Center,Hartford,Connecticut,CT,Same,20194,Above,4,Higher,Below,Above,Better,Average,Average,Lower,Average,Above,Church,Above,Above,Average,Average,17896,23366,17334
210,Day Kimball Hospital,Putnam,Connecticut,CT,Above,21461,Same,3,Average,Same,Same,Average,Average,Average,Average,Average,Same,Private,Same,Same,Average,Average,17946,23191,15570
211,Sharon Hospital,Sharon,Connecticut,CT,Same,22994,Same,4,Average,Same,Above,Average,Average,Average,Average,Average,Same,Proprietary,Above,Above,Average,Lower,15474,23255,17268
212,Waterbury Hospital,Waterbury,,CT,Same,22938,Same,1,Higher,Below,Below,Average,Average,Average,Higher,Average,Above,Proprietary,Below,Below,Average,Average,17730,24338,18512
213,Stamford Hospital,Stamford,Connecticut,CT,Same,24420,Same,3,Higher,Same,Same,Average,Average,Average,Higher,Better,Above,Private,Below,Above,Average,Higher,18507,25240,18618
214,Lawrence & Memorial Hospital,New London,Connecticut,CT,Same,21200,,4,Average,Below,Below,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Average,18145,25352,16603
215,Bridgeport Hospital,Bridgeport,Connecticut,CT,Same,24169,Above,1,Average,Below,Below,Worse,Average,Average,Higher,Better,Same,Private,Below,Below,Average,Higher,19200,22703,17566
216,Charlotte Hungerford Hospital,Torrington,Connecticut,CT,Same,23526,Below,1,Average,Below,Below,Average,Average,Average,Average,Average,Same,Private,Below,Same,Average,Average,17601,23794,17586
217,Midstate Medical Center,Meriden,Connecticut,CT,Same,23697,Same,3,Higher,Below,Above,Average,Average,Average,Higher,Average,Same,Private,Below,Above,Average,Higher,19395,23480,17945
218,Greenwich Hospital Association -,Greenwich,Connecticut,CT,Same,23991,Above,4,Higher,Below,Above,Average,Average,Better,Higher,Average,Same,Private,Below,Above,Average,Higher,18358,25035,18034
219,"Milford Hospital, Inc",Milford,Connecticut,CT,Same,21151,Same,4,Average,Below,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Same,Average,Average,17845,21999,16943
220,Middlesex Hospital,Middletown,Connecticut,CT,Above,23184,Same,3,Average,Below,Above,Worse,Average,Average,Higher,Average,Same,Private,Below,Below,Average,Average,18063,25012,16513
221,Yale-new Haven Hospital,New Haven,Connecticut,CT,Same,22055,Above,4,Higher,Below,Same,Worse,Average,Better,Average,Better,Above,Private,Above,Below,Average,Higher,18495,23981,17807
222,Hartford Hospital,Hartford,Connecticut,CT,Same,22038,Same,2,Higher,Below,Same,Worse,Average,Average,Average,Average,Same,Private,Same,Below,Average,Higher,18749,24502,18943
223,Manchester Memorial Hospital,Manchester,Connecticut,CT,Same,22238,Same,1,Average,Below,Below,Average,Average,Average,Average,Average,Same,Private,Below,Below,Average,Average,18207,23323,16669
224,St Vincent's Medical Center,Bridgeport,Connecticut,CT,Same,23424,Same,1,Higher,Below,Below,Average,Average,Average,Higher,Average,Same,Church,Below,Below,Average,Higher,19048,24170,19126
225,Bristol Hospital,Bristol,Connecticut,CT,Same,22862,Same,3,Average,Same,Same,Average,Average,Average,Average,Average,Above,Private,Above,Below,Average,Average,17798,22923,17511
226,Danbury Hospital,Danbury,Connecticut,CT,Same,22723,Same,2,Lower,Below,Same,Average,Average,Average,Higher,Average,Same,Private,Below,Above,Average,Average,17062,23055,15815
227,Norwalk Hospital Association,Norwalk,Connecticut,CT,Same,21725,Above,3,Higher,Same,Below,Average,Average,Average,Average,Average,Same,Private,Below,Below,Higher,Average,17430,25982,18068
228,John Dempsey Hospital,Farmington,Connecticut,CT,Same,24216,Same,3,Average,Below,Above,Average,Average,Average,Higher,Average,Above,Government,Below,Below,Average,Higher,18801,25429,17755
229,"Christiana Care Health Services, Inc.",Newark,Delaware,DE,Below,19164,Above,3,Average,Below,Same,Better,Average,Better,Lower,Average,Above,Private,Below,Above,Higher,Lower,16675,25821,16552
230,St Francis Hospital,Wilmington,Delaware,DE,Same,22849,Same,3,Average,Below,Below,Average,Average,Average,Average,Average,Same,Private,Above,Above,Average,Average,18280,23518,16390
231,"Bayhealth Hospital, Kent Campus",Dover,Delaware,DE,Below,21289,Above,3,Average,Below,Same,Average,Average,Average,Average,Better,Same,Private,Below,Below,Average,Average,17764,23726,16233
232,Nanticoke Memorial Hospital,Seaford,Delaware,DE,Same,19581,Same,4,Higher,Below,Same,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Higher,18813,23289,17829
